Status : Transforming : 1 of 1 --  of transformations applied
Status : Transforming Finished
Status : RAS + TBR : 0 
Status : RAS + TBR : 0 Searching on tree number 1
Status : Wagner : 2 of 695 -- Wagner tree with cost 137.
Status : Wagner : 3 of 695 -- Wagner tree with cost 176.
Status : Wagner : 4 of 695 -- Wagner tree with cost 431.
Status : Wagner : 5 of 695 -- Wagner tree with cost 550.
Status : Wagner : 6 of 695 -- Wagner tree with cost 565.
Status : Wagner : 7 of 695 -- Wagner tree with cost 687.
Status : Wagner : 8 of 695 -- Wagner tree with cost 704.
Status : Wagner : 9 of 695 -- Wagner tree with cost 708.
Status : Wagner : 10 of 695 -- Wagner tree with cost 747.
Status : Wagner : 11 of 695 -- Wagner tree with cost 747.
Status : Wagner : 12 of 695 -- Wagner tree with cost 747.
Status : Wagner : 13 of 695 -- Wagner tree with cost 781.
Status : Wagner : 14 of 695 -- Wagner tree with cost 829.
Status : Wagner : 15 of 695 -- Wagner tree with cost 840.
Status : Wagner : 16 of 695 -- Wagner tree with cost 856.
Status : Wagner : 17 of 695 -- Wagner tree with cost 864.
Status : Wagner : 18 of 695 -- Wagner tree with cost 883.
Status : Wagner : 19 of 695 -- Wagner tree with cost 897.
Status : Wagner : 20 of 695 -- Wagner tree with cost 1029.
Status : Wagner : 21 of 695 -- Wagner tree with cost 1029.
Status : Wagner : 22 of 695 -- Wagner tree with cost 1299.
Status : Wagner : 23 of 695 -- Wagner tree with cost 1301.
Status : Wagner : 24 of 695 -- Wagner tree with cost 1342.
Status : Wagner : 25 of 695 -- Wagner tree with cost 1355.
Status : Wagner : 26 of 695 -- Wagner tree with cost 1361.
Status : Wagner : 27 of 695 -- Wagner tree with cost 1365.
Status : Wagner : 28 of 695 -- Wagner tree with cost 1391.
Status : Wagner : 29 of 695 -- Wagner tree with cost 1408.
Status : Wagner : 30 of 695 -- Wagner tree with cost 1416.
Status : Wagner : 31 of 695 -- Wagner tree with cost 1430.
Status : Wagner : 32 of 695 -- Wagner tree with cost 1433.
Status : Wagner : 33 of 695 -- Wagner tree with cost 1435.
Status : Wagner : 34 of 695 -- Wagner tree with cost 1458.
Status : Wagner : 35 of 695 -- Wagner tree with cost 1460.
Status : Wagner : 36 of 695 -- Wagner tree with cost 1463.
Status : Wagner : 37 of 695 -- Wagner tree with cost 1464.
Status : Wagner : 38 of 695 -- Wagner tree with cost 1466.
Status : Wagner : 39 of 695 -- Wagner tree with cost 1488.
Status : Wagner : 40 of 695 -- Wagner tree with cost 1489.
Status : Wagner : 41 of 695 -- Wagner tree with cost 1535.
Status : Wagner : 42 of 695 -- Wagner tree with cost 1549.
Status : Wagner : 43 of 695 -- Wagner tree with cost 1554.
Status : Wagner : 44 of 695 -- Wagner tree with cost 1556.
Status : Wagner : 45 of 695 -- Wagner tree with cost 1568.
Status : Wagner : 46 of 695 -- Wagner tree with cost 1580.
Status : Wagner : 47 of 695 -- Wagner tree with cost 1583.
Status : Wagner : 48 of 695 -- Wagner tree with cost 1583.
Status : Wagner : 49 of 695 -- Wagner tree with cost 1602.
Status : Wagner : 50 of 695 -- Wagner tree with cost 1603.
Status : Wagner : 51 of 695 -- Wagner tree with cost 1608.
Status : Wagner : 52 of 695 -- Wagner tree with cost 1616.
Status : Wagner : 53 of 695 -- Wagner tree with cost 1616.
Status : Wagner : 54 of 695 -- Wagner tree with cost 1617.
Status : Wagner : 55 of 695 -- Wagner tree with cost 1701.
Status : Wagner : 56 of 695 -- Wagner tree with cost 1703.
Status : Wagner : 57 of 695 -- Wagner tree with cost 1742.
Status : Wagner : 58 of 695 -- Wagner tree with cost 1754.
Status : Wagner : 59 of 695 -- Wagner tree with cost 1756.
Status : Wagner : 60 of 695 -- Wagner tree with cost 1758.
Status : Wagner : 61 of 695 -- Wagner tree with cost 1761.
Status : Wagner : 62 of 695 -- Wagner tree with cost 1790.
Status : Wagner : 63 of 695 -- Wagner tree with cost 1790.
Status : Wagner : 64 of 695 -- Wagner tree with cost 1792.
Status : Wagner : 65 of 695 -- Wagner tree with cost 1802.
Status : Wagner : 66 of 695 -- Wagner tree with cost 1802.
Status : Wagner : 67 of 695 -- Wagner tree with cost 1804.
Status : Wagner : 68 of 695 -- Wagner tree with cost 1809.
Status : Wagner : 69 of 695 -- Wagner tree with cost 1810.
Status : Wagner : 70 of 695 -- Wagner tree with cost 1810.
Status : Wagner : 71 of 695 -- Wagner tree with cost 1813.
Status : Wagner : 72 of 695 -- Wagner tree with cost 1820.
Status : Wagner : 73 of 695 -- Wagner tree with cost 2054.
Status : Wagner : 74 of 695 -- Wagner tree with cost 2054.
Status : Wagner : 75 of 695 -- Wagner tree with cost 2056.
Status : Wagner : 76 of 695 -- Wagner tree with cost 2057.
Status : Wagner : 77 of 695 -- Wagner tree with cost 2059.
Status : Wagner : 78 of 695 -- Wagner tree with cost 2059.
Status : Wagner : 79 of 695 -- Wagner tree with cost 2064.
Status : Wagner : 80 of 695 -- Wagner tree with cost 2116.
Status : Wagner : 81 of 695 -- Wagner tree with cost 2131.
Status : Wagner : 82 of 695 -- Wagner tree with cost 2133.
Status : Wagner : 83 of 695 -- Wagner tree with cost 2136.
Status : Wagner : 84 of 695 -- Wagner tree with cost 2139.
Status : Wagner : 85 of 695 -- Wagner tree with cost 2154.
Status : Wagner : 86 of 695 -- Wagner tree with cost 2163.
Status : Wagner : 87 of 695 -- Wagner tree with cost 2183.
Status : Wagner : 88 of 695 -- Wagner tree with cost 2225.
Status : Wagner : 89 of 695 -- Wagner tree with cost 2297.
Status : Wagner : 90 of 695 -- Wagner tree with cost 2378.
Status : Wagner : 91 of 695 -- Wagner tree with cost 2381.
Status : Wagner : 92 of 695 -- Wagner tree with cost 2417.
Status : Wagner : 93 of 695 -- Wagner tree with cost 2419.
Status : Wagner : 94 of 695 -- Wagner tree with cost 2435.
Status : Wagner : 95 of 695 -- Wagner tree with cost 2441.
Status : Wagner : 96 of 695 -- Wagner tree with cost 2447.
Status : Wagner : 97 of 695 -- Wagner tree with cost 2448.
Status : Wagner : 98 of 695 -- Wagner tree with cost 2450.
Status : Wagner : 99 of 695 -- Wagner tree with cost 2451.
Status : Wagner : 100 of 695 -- Wagner tree with cost 2461.
Status : Wagner : 101 of 695 -- Wagner tree with cost 2463.
Status : Wagner : 102 of 695 -- Wagner tree with cost 2479.
Status : Wagner : 103 of 695 -- Wagner tree with cost 2480.
Status : Wagner : 104 of 695 -- Wagner tree with cost 2482.
Status : Wagner : 105 of 695 -- Wagner tree with cost 2525.
Status : Wagner : 106 of 695 -- Wagner tree with cost 2531.
Status : Wagner : 107 of 695 -- Wagner tree with cost 2543.
Status : Wagner : 108 of 695 -- Wagner tree with cost 2543.
Status : Wagner : 109 of 695 -- Wagner tree with cost 2557.
Status : Wagner : 110 of 695 -- Wagner tree with cost 2565.
Status : Wagner : 111 of 695 -- Wagner tree with cost 2565.
Status : Wagner : 112 of 695 -- Wagner tree with cost 2566.
Status : Wagner : 113 of 695 -- Wagner tree with cost 2569.
Status : Wagner : 114 of 695 -- Wagner tree with cost 2675.
Status : Wagner : 115 of 695 -- Wagner tree with cost 2679.
Status : Wagner : 116 of 695 -- Wagner tree with cost 2691.
Status : Wagner : 117 of 695 -- Wagner tree with cost 2692.
Status : Wagner : 118 of 695 -- Wagner tree with cost 2705.
Status : Wagner : 119 of 695 -- Wagner tree with cost 2711.
Status : Wagner : 120 of 695 -- Wagner tree with cost 2734.
Status : Wagner : 121 of 695 -- Wagner tree with cost 2735.
Status : Wagner : 122 of 695 -- Wagner tree with cost 2738.
Status : Wagner : 123 of 695 -- Wagner tree with cost 2751.
Status : Wagner : 124 of 695 -- Wagner tree with cost 2752.
Status : Wagner : 125 of 695 -- Wagner tree with cost 2759.
Status : Wagner : 126 of 695 -- Wagner tree with cost 2765.
Status : Wagner : 127 of 695 -- Wagner tree with cost 2770.
Status : Wagner : 128 of 695 -- Wagner tree with cost 2781.
Status : Wagner : 129 of 695 -- Wagner tree with cost 2783.
Status : Wagner : 130 of 695 -- Wagner tree with cost 2847.
Status : Wagner : 131 of 695 -- Wagner tree with cost 2852.
Status : Wagner : 132 of 695 -- Wagner tree with cost 2852.
Status : Wagner : 133 of 695 -- Wagner tree with cost 2854.
Status : Wagner : 134 of 695 -- Wagner tree with cost 2882.
Status : Wagner : 135 of 695 -- Wagner tree with cost 2885.
Status : Wagner : 136 of 695 -- Wagner tree with cost 2891.
Status : Wagner : 137 of 695 -- Wagner tree with cost 2893.
Status : Wagner : 138 of 695 -- Wagner tree with cost 2931.
Status : Wagner : 139 of 695 -- Wagner tree with cost 2935.
Status : Wagner : 140 of 695 -- Wagner tree with cost 2935.
Status : Wagner : 141 of 695 -- Wagner tree with cost 2938.
Status : Wagner : 142 of 695 -- Wagner tree with cost 2939.
Status : Wagner : 143 of 695 -- Wagner tree with cost 2939.
Status : Wagner : 144 of 695 -- Wagner tree with cost 2946.
Status : Wagner : 145 of 695 -- Wagner tree with cost 2946.
Status : Wagner : 146 of 695 -- Wagner tree with cost 2946.
Status : Wagner : 147 of 695 -- Wagner tree with cost 2948.
Status : Wagner : 148 of 695 -- Wagner tree with cost 2951.
Status : Wagner : 149 of 695 -- Wagner tree with cost 2955.
Status : Wagner : 150 of 695 -- Wagner tree with cost 2960.
Status : Wagner : 151 of 695 -- Wagner tree with cost 2960.
Status : Wagner : 152 of 695 -- Wagner tree with cost 2969.
Status : Wagner : 153 of 695 -- Wagner tree with cost 2976.
Status : Wagner : 154 of 695 -- Wagner tree with cost 2976.
Status : Wagner : 155 of 695 -- Wagner tree with cost 2978.
Status : Wagner : 156 of 695 -- Wagner tree with cost 2979.
Status : Wagner : 157 of 695 -- Wagner tree with cost 3017.
Status : Wagner : 158 of 695 -- Wagner tree with cost 3022.
Status : Wagner : 159 of 695 -- Wagner tree with cost 3023.
Status : Wagner : 160 of 695 -- Wagner tree with cost 3043.
Status : Wagner : 161 of 695 -- Wagner tree with cost 3043.
Status : Wagner : 162 of 695 -- Wagner tree with cost 3249.
Status : Wagner : 163 of 695 -- Wagner tree with cost 3251.
Status : Wagner : 164 of 695 -- Wagner tree with cost 3253.
Status : Wagner : 165 of 695 -- Wagner tree with cost 3266.
Status : Wagner : 166 of 695 -- Wagner tree with cost 3270.
Status : Wagner : 167 of 695 -- Wagner tree with cost 3272.
Status : Wagner : 168 of 695 -- Wagner tree with cost 3294.
Status : Wagner : 169 of 695 -- Wagner tree with cost 3296.
Status : Wagner : 170 of 695 -- Wagner tree with cost 3297.
Status : Wagner : 171 of 695 -- Wagner tree with cost 3297.
Status : Wagner : 172 of 695 -- Wagner tree with cost 3297.
Status : Wagner : 173 of 695 -- Wagner tree with cost 3335.
Status : Wagner : 174 of 695 -- Wagner tree with cost 3337.
Status : Wagner : 175 of 695 -- Wagner tree with cost 3351.
Status : Wagner : 176 of 695 -- Wagner tree with cost 3366.
Status : Wagner : 177 of 695 -- Wagner tree with cost 3386.
Status : Wagner : 178 of 695 -- Wagner tree with cost 3392.
Status : Wagner : 179 of 695 -- Wagner tree with cost 3392.
Status : Wagner : 180 of 695 -- Wagner tree with cost 3396.
Status : Wagner : 181 of 695 -- Wagner tree with cost 3397.
Status : Wagner : 182 of 695 -- Wagner tree with cost 3400.
Status : Wagner : 183 of 695 -- Wagner tree with cost 3401.
Status : Wagner : 184 of 695 -- Wagner tree with cost 3406.
Status : Wagner : 185 of 695 -- Wagner tree with cost 3406.
Status : Wagner : 186 of 695 -- Wagner tree with cost 3406.
Status : Wagner : 187 of 695 -- Wagner tree with cost 3412.
Status : Wagner : 188 of 695 -- Wagner tree with cost 3414.
Status : Wagner : 189 of 695 -- Wagner tree with cost 3416.
Status : Wagner : 190 of 695 -- Wagner tree with cost 3417.
Status : Wagner : 191 of 695 -- Wagner tree with cost 3420.
Status : Wagner : 192 of 695 -- Wagner tree with cost 3441.
Status : Wagner : 193 of 695 -- Wagner tree with cost 3441.
Status : Wagner : 194 of 695 -- Wagner tree with cost 3441.
Status : Wagner : 195 of 695 -- Wagner tree with cost 3442.
Status : Wagner : 196 of 695 -- Wagner tree with cost 3442.
Status : Wagner : 197 of 695 -- Wagner tree with cost 3448.
Status : Wagner : 198 of 695 -- Wagner tree with cost 3469.
Status : Wagner : 199 of 695 -- Wagner tree with cost 3469.
Status : Wagner : 200 of 695 -- Wagner tree with cost 3488.
Status : Wagner : 201 of 695 -- Wagner tree with cost 3493.
Status : Wagner : 202 of 695 -- Wagner tree with cost 3493.
Status : Wagner : 203 of 695 -- Wagner tree with cost 3497.
Status : Wagner : 204 of 695 -- Wagner tree with cost 3507.
Status : Wagner : 205 of 695 -- Wagner tree with cost 3509.
Status : Wagner : 206 of 695 -- Wagner tree with cost 3510.
Status : Wagner : 207 of 695 -- Wagner tree with cost 3510.
Status : Wagner : 208 of 695 -- Wagner tree with cost 3514.
Status : Wagner : 209 of 695 -- Wagner tree with cost 3539.
Status : Wagner : 210 of 695 -- Wagner tree with cost 3553.
Status : Wagner : 211 of 695 -- Wagner tree with cost 3578.
Status : Wagner : 212 of 695 -- Wagner tree with cost 3578.
Status : Wagner : 213 of 695 -- Wagner tree with cost 3580.
Status : Wagner : 214 of 695 -- Wagner tree with cost 3581.
Status : Wagner : 215 of 695 -- Wagner tree with cost 3581.
Status : Wagner : 216 of 695 -- Wagner tree with cost 3583.
Status : Wagner : 217 of 695 -- Wagner tree with cost 3592.
Status : Wagner : 218 of 695 -- Wagner tree with cost 3594.
Status : Wagner : 219 of 695 -- Wagner tree with cost 3651.
Status : Wagner : 220 of 695 -- Wagner tree with cost 3651.
Status : Wagner : 221 of 695 -- Wagner tree with cost 3656.
Status : Wagner : 222 of 695 -- Wagner tree with cost 3658.
Status : Wagner : 223 of 695 -- Wagner tree with cost 3662.
Status : Wagner : 224 of 695 -- Wagner tree with cost 3663.
Status : Wagner : 225 of 695 -- Wagner tree with cost 3663.
Status : Wagner : 226 of 695 -- Wagner tree with cost 3674.
Status : Wagner : 227 of 695 -- Wagner tree with cost 3679.
Status : Wagner : 228 of 695 -- Wagner tree with cost 3684.
Status : Wagner : 229 of 695 -- Wagner tree with cost 3704.
Status : Wagner : 230 of 695 -- Wagner tree with cost 3704.
Status : Wagner : 231 of 695 -- Wagner tree with cost 3704.
Status : Wagner : 232 of 695 -- Wagner tree with cost 3707.
Status : Wagner : 233 of 695 -- Wagner tree with cost 3724.
Status : Wagner : 234 of 695 -- Wagner tree with cost 3777.
Status : Wagner : 235 of 695 -- Wagner tree with cost 3779.
Status : Wagner : 236 of 695 -- Wagner tree with cost 3780.
Status : Wagner : 237 of 695 -- Wagner tree with cost 3784.
Status : Wagner : 238 of 695 -- Wagner tree with cost 3785.
Status : Wagner : 239 of 695 -- Wagner tree with cost 3786.
Status : Wagner : 240 of 695 -- Wagner tree with cost 3790.
Status : Wagner : 241 of 695 -- Wagner tree with cost 3790.
Status : Wagner : 242 of 695 -- Wagner tree with cost 3793.
Status : Wagner : 243 of 695 -- Wagner tree with cost 3793.
Status : Wagner : 244 of 695 -- Wagner tree with cost 3803.
Status : Wagner : 245 of 695 -- Wagner tree with cost 3803.
Status : Wagner : 246 of 695 -- Wagner tree with cost 3803.
Status : Wagner : 247 of 695 -- Wagner tree with cost 3826.
Status : Wagner : 248 of 695 -- Wagner tree with cost 3830.
Status : Wagner : 249 of 695 -- Wagner tree with cost 3830.
Status : Wagner : 250 of 695 -- Wagner tree with cost 3841.
Status : Wagner : 251 of 695 -- Wagner tree with cost 4005.
Status : Wagner : 252 of 695 -- Wagner tree with cost 4005.
Status : Wagner : 253 of 695 -- Wagner tree with cost 4007.
Status : Wagner : 254 of 695 -- Wagner tree with cost 4013.
Status : Wagner : 255 of 695 -- Wagner tree with cost 4013.
Status : Wagner : 256 of 695 -- Wagner tree with cost 4015.
Status : Wagner : 257 of 695 -- Wagner tree with cost 4016.
Status : Wagner : 258 of 695 -- Wagner tree with cost 4016.
Status : Wagner : 259 of 695 -- Wagner tree with cost 4045.
Status : Wagner : 260 of 695 -- Wagner tree with cost 4048.
Status : Wagner : 261 of 695 -- Wagner tree with cost 4050.
Status : Wagner : 262 of 695 -- Wagner tree with cost 4054.
Status : Wagner : 263 of 695 -- Wagner tree with cost 4056.
Status : Wagner : 264 of 695 -- Wagner tree with cost 4072.
Status : Wagner : 265 of 695 -- Wagner tree with cost 4077.
Status : Wagner : 266 of 695 -- Wagner tree with cost 4077.
Status : Wagner : 267 of 695 -- Wagner tree with cost 4078.
Status : Wagner : 268 of 695 -- Wagner tree with cost 4099.
Status : Wagner : 269 of 695 -- Wagner tree with cost 4099.
Status : Wagner : 270 of 695 -- Wagner tree with cost 4099.
Status : Wagner : 271 of 695 -- Wagner tree with cost 4100.
Status : Wagner : 272 of 695 -- Wagner tree with cost 4101.
Status : Wagner : 273 of 695 -- Wagner tree with cost 4113.
Status : Wagner : 274 of 695 -- Wagner tree with cost 4117.
Status : Wagner : 275 of 695 -- Wagner tree with cost 4118.
Status : Wagner : 276 of 695 -- Wagner tree with cost 4118.
Status : Wagner : 277 of 695 -- Wagner tree with cost 4121.
Status : Wagner : 278 of 695 -- Wagner tree with cost 4122.
Status : Wagner : 279 of 695 -- Wagner tree with cost 4122.
Status : Wagner : 280 of 695 -- Wagner tree with cost 4122.
Status : Wagner : 281 of 695 -- Wagner tree with cost 4122.
Status : Wagner : 282 of 695 -- Wagner tree with cost 4131.
Status : Wagner : 283 of 695 -- Wagner tree with cost 4168.
Status : Wagner : 284 of 695 -- Wagner tree with cost 4186.
Status : Wagner : 285 of 695 -- Wagner tree with cost 4189.
Status : Wagner : 286 of 695 -- Wagner tree with cost 4191.
Status : Wagner : 287 of 695 -- Wagner tree with cost 4229.
Status : Wagner : 288 of 695 -- Wagner tree with cost 4233.
Status : Wagner : 289 of 695 -- Wagner tree with cost 4284.
Status : Wagner : 290 of 695 -- Wagner tree with cost 4330.
Status : Wagner : 291 of 695 -- Wagner tree with cost 4372.
Status : Wagner : 292 of 695 -- Wagner tree with cost 4377.
Status : Wagner : 293 of 695 -- Wagner tree with cost 4380.
Status : Wagner : 294 of 695 -- Wagner tree with cost 4381.
Status : Wagner : 295 of 695 -- Wagner tree with cost 4384.
Status : Wagner : 296 of 695 -- Wagner tree with cost 4384.
Status : Wagner : 297 of 695 -- Wagner tree with cost 4384.
Status : Wagner : 298 of 695 -- Wagner tree with cost 4395.
Status : Wagner : 299 of 695 -- Wagner tree with cost 4400.
Status : Wagner : 300 of 695 -- Wagner tree with cost 4405.
Status : Wagner : 301 of 695 -- Wagner tree with cost 4406.
Status : Wagner : 302 of 695 -- Wagner tree with cost 4414.
Status : Wagner : 303 of 695 -- Wagner tree with cost 4421.
Status : Wagner : 304 of 695 -- Wagner tree with cost 4425.
Status : Wagner : 305 of 695 -- Wagner tree with cost 4425.
Status : Wagner : 306 of 695 -- Wagner tree with cost 4425.
Status : Wagner : 307 of 695 -- Wagner tree with cost 4426.
Status : Wagner : 308 of 695 -- Wagner tree with cost 4429.
Status : Wagner : 309 of 695 -- Wagner tree with cost 4429.
Status : Wagner : 310 of 695 -- Wagner tree with cost 4432.
Status : Wagner : 311 of 695 -- Wagner tree with cost 4432.
Status : Wagner : 312 of 695 -- Wagner tree with cost 4441.
Status : Wagner : 313 of 695 -- Wagner tree with cost 4475.
Status : Wagner : 314 of 695 -- Wagner tree with cost 4476.
Status : Wagner : 315 of 695 -- Wagner tree with cost 4482.
Status : Wagner : 316 of 695 -- Wagner tree with cost 4482.
Status : Wagner : 317 of 695 -- Wagner tree with cost 4483.
Status : Wagner : 318 of 695 -- Wagner tree with cost 4491.
Status : Wagner : 319 of 695 -- Wagner tree with cost 4492.
Status : Wagner : 320 of 695 -- Wagner tree with cost 4494.
Status : Wagner : 321 of 695 -- Wagner tree with cost 4496.
Status : Wagner : 322 of 695 -- Wagner tree with cost 4497.
Status : Wagner : 323 of 695 -- Wagner tree with cost 4498.
Status : Wagner : 324 of 695 -- Wagner tree with cost 4504.
Status : Wagner : 325 of 695 -- Wagner tree with cost 4562.
Status : Wagner : 326 of 695 -- Wagner tree with cost 4563.
Status : Wagner : 327 of 695 -- Wagner tree with cost 4565.
Status : Wagner : 328 of 695 -- Wagner tree with cost 4566.
Status : Wagner : 329 of 695 -- Wagner tree with cost 4567.
Status : Wagner : 330 of 695 -- Wagner tree with cost 4567.
