strain_name,latitude,longitude,date
Wa,38.895.112,-77.036.366,1974-1-1
MMC153,24.749.201,90.402.618,2006-1-1
DH389,23.709.921,90.407.143,2004-1-1
MMC183,24.749.201,90.402.618,2006-1-1
MMC38,24.749.201,90.402.618,2005-1-1
MMC71,24.749.201,90.402.618,2005-1-1
V20,12.245.251,109.198.957,2006-1-1
V30,12.245.251,109.198.957,2006-1-1
V32,12.245.251,109.198.957,2006-1-1
NIV083375,18.520.430,73.856.744,2008-1-1
NIV07523,18.520.430,73.856.744,2007-1-1
NIV935070,18.520.430,73.856.744,1993-1-1
NIV951454,18.520.430,73.856.744,1995-1-1
Nov10-N596,55.039.230,82.927.818,2010-1-1
OP530,-15.786.111,35.005.833,1999-1-1
MW670,-15.786.111,35.005.833,1999-1-1
OP354,-15.786.111,35.005.833,1998-1-1
F01014,50.991.748,4.709.311,2008-1-1
F01280,51.056.650,3.720.000,2009-1-1
F02003,51.066.667,4.533.333,2009-1-1
F00005,51.176.111,4.831.667,2008-1-1
F01183,51.156.667,4.444.167,2009-1-1
F01187,51.219.920,4.396.250,2009-1-1
F01190,51.189.856,4.432.951,2009-1-1
F01350,51.091.541,4.368.926,2009-1-1
F01400,51.095.850,5.783.270,2008-1-1
F01418,50.964.320,5.695.110,2009-1-1
I0652,32.066.157,34.777.821,2006-1-1
I1166,32.066.157,34.777.821,2009-1-1
I1185,32.066.157,34.777.821,2009-1-1
I1326,32.066.157,34.777.821,2009-1-1
I0020,32.066.157,34.777.821,2006-1-1
I0538,32.066.157,34.777.821,2006-1-1
I0547,32.066.157,34.777.821,2006-1-1
I0700,32.066.157,34.777.821,2007-1-1
J474,31.949.381,35.932.911,2007-1-1
J597,31.949.381,35.932.911,2007-1-1
GR2144,-25.640.893,28.170.779,2003-1-1
Fin_92,60.169.812,24.938.240,1988-1-1
Fin_87,60.169.812,24.938.240,1988-1-1
Nov10-N458,55.039.230,82.927.818,2010-1-1
