strain_name,latitude,longitude
taxid578383,38,-98
taxid578384,38,-98
taxid578385,38,-98
taxid578386,38,-98
taxid578387,38,-98
taxid578388,38,-98
taxid578389,38,-98
taxid578390,38,-98
taxid578391,38,-98
taxid578392,38,-98
taxid578393,38,-98
taxid578394,38,-98
taxid578395,38,-98
taxid578396,38,-98
taxid578397,38,-98
taxid578398,38,-98
taxid578399,38,-98
taxid578400,38,-98
taxid578401,38,-98
taxid578402,38,-98
taxid578403,38,-98
taxid578404,38,-98
taxid578405,38,-98
taxid578406,38,-98
taxid578407,38,-98
taxid578408,38,-98
taxid578409,38,-98
taxid578410,38,-98
taxid578411,38,-98
taxid578412,38,-98
taxid578413,38,-98
taxid578414,38,-98
taxid578415,38,-98
taxid578416,38,-98
taxid578417,38,-98
taxid578418,38,-98
taxid578419,38,-98
taxid578420,38,-98
taxid578421,38,-98
taxid578422,38,-98
taxid578423,38,-98
taxid578424,38,-98
taxid578425,38,-98
taxid578426,38,-98
taxid578427,38,-98
taxid578428,38,-98
taxid578429,38,-98
taxid578431,38,-98
taxid578432,38,-98
taxid578433,38,-98
taxid578434,38,-98
taxid578435,38,-98
taxid578436,38,-98
taxid578437,38,-98
taxid578438,38,-98
taxid578439,38,-98
taxid578440,38,-98
taxid578441,38,-98
taxid578442,38,-98
taxid578443,38,-98
taxid578444,38,-98
taxid578445,38,-98
taxid578446,38,-98
taxid578447,38,-98
taxid578448,38,-98
taxid578449,38,-98
taxid578450,38,-98
taxid578451,38,-98
taxid578452,38,-98
taxid578453,38,-98
taxid87496,38,-98
taxid87497,38,-98
taxid87498,38,-98
taxid87500,38,-98
taxid87501,38,-98
taxid87502,38,-98
taxid87503,38,-98
taxid87504,38,-98
taxid87505,38,-98
taxid87506,38,-98
taxid87507,38,-98
taxid87508,38,-98
taxid87510,38,-98
taxid87511,38,-98
taxid87512,38,-98
taxid87513,38,-98
taxid87514,38,-98
