18.579721,-72.292778
18.465589,-72.412499
18.484819,-72.336731
18.539269,-72.336408
18.508912,-72.325058
18.539269,-72.336408
18.539269,-72.336408
18.543376,-72.338883
18.538328,-72.333067
18.55225,-72.33293
18.55225,-72.33293
19.083333,-72.5
18.529096,-72.350464
18.5352,-72.332954
18.539269,-72.336408
19.073962,-72.493861
18.539269,-72.336408
18.583333,-72.266667
18.539167,-72.335
18.521283,-72.372437
18.190359,-73.748291
18.539167,-72.335
18.539167,-72.335
18.539269,-72.336408
18.539269,-72.336408
18.539269,-72.336408
18.539269,-72.336408
18.53819,-72.323878
18.539269,-72.336408
18.541954,-72.306175
18.539269,-72.336408
18.539167,-72.335
18.242395,-72.534485
18.234167,-72.534722
18.539167,-72.335
18.539167,-72.335
18.539167,-72.335
18.234167,-72.534722
18.539167,-72.335
18.543361,-72.305212
18.544722,-72.302778
18.479609,-72.312012
18.5125,-72.285278
18.539269,-72.336408
18.240927,-72.525215
18.51347,-72.457581
18.5125,-72.285278
18.510866,-72.342224
18.543361,-72.305212
18.539269,-72.336408
18.544722,-72.302778
18.5125,-72.285278
18.539167,-72.335
18.238072,-72.53405
18.581233,-72.230457
18.544722,-72.302778
18.535607,-72.351837
18.52955604,-72.33787614
18.49652,-72.300543
18.529598,-72.408061
18.25022,-72.479553
18.5125,-72.285278
18.539269,-72.336408
18.539269,-72.336408
18.539269,-72.336408
18.539167,-72.335
18.633333,-72.266667
19.103036,-72.54932
18.548545,-72.399044
18.533328,-72.316604
18.575394,-72.29471
18.51933,-72.301626
18.543012,-72.33849
18.518516,-72.30051
18.553183,-72.3351
18.539167,-72.335
18.539675,-72.340336
18.537641,-72.340894
18.539167,-72.335
18.542524,-72.305403
18.829444,-71.936389
18.526492,-72.435608
18.532109,-72.329633
18.539167,-72.335
18.530591,-72.327731
18.539269,-72.336408
18.544721,-72.40591
18.19413,-73.749847
18.583333,-72.266667
18.424764,-72.7703
18.552329,-72.333169
18.583333,-72.266667
18.543361,-72.305212
18.543361,-72.305212
18.190359,-73.748291
18.537191,-72.330373
18.539269,-72.336408
18.501796,-72.28227
18.50983,-72.285553
18.539269,-72.336408
18.539269,-72.336408
18.539269,-72.340577
18.535165,-72.342303
18.53874,-72.334242
18.539269,-72.336408
18.527235,-72.338513
18.578491,-72.335553
18.50983,-72.285553
18.534237,-72.331555
18.537153,-72.29439
18.53056,-72.334424
18.5317,-72.408657
18.49652,-72.300543
18.532392,-72.305961
18.591586,-72.337418
18.533735,-72.315273
18.512838,-72.623987
18.238072,-72.53405
18.536298,-72.293129
18.370569,-72.646477
18.539269,-72.336408
18.479014,-69.890784
18.577918,-72.302399
18.513575,-72.288681
18.51257,-72.282035
18.534549,-72.335529
18.539269,-72.336408
18.549644,-72.322054
18.238072,-72.53405
18.50983,-72.285553
18.539269,-72.336408
18.512838,-72.623987
18.543361,-72.305212
18.539269,-72.336408
18.539167,-72.335
18.543744,-72.408485
18.512838,-72.623987
18.539269,-72.336408
19.75622,-72.199669
18.623635,-72.260513
18.537153,-72.29439
19.75622,-72.199669
18.560333,-72.301679
18.543361,-72.305212
18.537153,-72.29439
18.537153,-72.29439
18.539269,-72.336408
18.539167,-72.335
18.530501,-72.325055
18.50983,-72.285553
18.579721,-72.292778
18.539269,-72.336408
18.5125,-72.285278
18.238072,-72.53405
18.5125,-72.285278
18.539269,-72.336408
18.543361,-72.305212
18.539269,-72.336408
18.539167,-72.335
18.559445,-72.295671
18.539269,-72.336408
18.538373,-72.407284
18.559445,-72.295671
18.50983,-72.285553
18.539269,-72.336408
18.539167,-72.335
18.492519,-71.850777
18.578491,-72.335553
18.539269,-72.336408
18.433519,-72.861649
18.55,-72.516667
18.533918,-72.296364
18.536258,-72.295747
18.433519,-72.861649
18.190359,-73.748291
18.54085,-72.316313
18.539269,-72.336408
18.539269,-72.336408
18.570758,-72.328491
18.238072,-72.53405
18.581233,-72.230457
19.75622,-72.199669
18.544722,-72.302778
18.527235,-72.338513
18.54085,-72.316313
18.539269,-72.336408
18.539269,-72.336408
18.238072,-72.53405
18.539269,-72.336408
