Status : Transforming : 1 of 1 --  of transformations applied
Status : Transforming Finished
Status : Diagnosis : 0 Recalculating original tree
Status : Diagnosis Finished
Status : Diagnosis : 1 of 1 -- Recalculating trees
Status : Diagnosis Finished
Status : RAS + TBR : 0 
Status : RAS + TBR : 0 Searching on tree number 1
Status : Wagner : 2 of 695 -- Wagner tree with cost 0.
Status : Wagner : 3 of 695 -- Wagner tree with cost 0.
Status : Wagner : 4 of 695 -- Wagner tree with cost 0.
Status : Wagner : 5 of 695 -- Wagner tree with cost 0.
Status : Wagner : 6 of 695 -- Wagner tree with cost 0.
Status : Wagner : 7 of 695 -- Wagner tree with cost 1.
Status : Wagner : 8 of 695 -- Wagner tree with cost 1.
Status : Wagner : 9 of 695 -- Wagner tree with cost 1.
Status : Wagner : 10 of 695 -- Wagner tree with cost 1.
Status : Wagner : 11 of 695 -- Wagner tree with cost 1.
Status : Wagner : 12 of 695 -- Wagner tree with cost 1.
Status : Wagner : 13 of 695 -- Wagner tree with cost 1.
Status : Wagner : 14 of 695 -- Wagner tree with cost 1.
Status : Wagner : 15 of 695 -- Wagner tree with cost 1.
Status : Wagner : 16 of 695 -- Wagner tree with cost 1.
Status : Wagner : 17 of 695 -- Wagner tree with cost 1.
Status : Wagner : 18 of 695 -- Wagner tree with cost 1.
Status : Wagner : 19 of 695 -- Wagner tree with cost 1.
Status : Wagner : 20 of 695 -- Wagner tree with cost 1.
Status : Wagner : 21 of 695 -- Wagner tree with cost 1.
Status : Wagner : 22 of 695 -- Wagner tree with cost 1.
Status : Wagner : 23 of 695 -- Wagner tree with cost 1.
Status : Wagner : 24 of 695 -- Wagner tree with cost 1.
Status : Wagner : 25 of 695 -- Wagner tree with cost 1.
Status : Wagner : 26 of 695 -- Wagner tree with cost 1.
Status : Wagner : 27 of 695 -- Wagner tree with cost 1.
Status : Wagner : 28 of 695 -- Wagner tree with cost 1.
Status : Wagner : 29 of 695 -- Wagner tree with cost 1.
Status : Wagner : 30 of 695 -- Wagner tree with cost 1.
Status : Wagner : 31 of 695 -- Wagner tree with cost 1.
Status : Wagner : 32 of 695 -- Wagner tree with cost 1.
Status : Wagner : 33 of 695 -- Wagner tree with cost 1.
Status : Wagner : 34 of 695 -- Wagner tree with cost 1.
Status : Wagner : 35 of 695 -- Wagner tree with cost 1.
Status : Wagner : 36 of 695 -- Wagner tree with cost 1.
Status : Wagner : 37 of 695 -- Wagner tree with cost 1.
Status : Wagner : 38 of 695 -- Wagner tree with cost 1.
Status : Wagner : 39 of 695 -- Wagner tree with cost 1.
Status : Wagner : 40 of 695 -- Wagner tree with cost 1.
Status : Wagner : 41 of 695 -- Wagner tree with cost 1.
Status : Wagner : 42 of 695 -- Wagner tree with cost 1.
Status : Wagner : 43 of 695 -- Wagner tree with cost 1.
Status : Wagner : 44 of 695 -- Wagner tree with cost 1.
Status : Wagner : 45 of 695 -- Wagner tree with cost 1.
Status : Wagner : 46 of 695 -- Wagner tree with cost 1.
Status : Wagner : 47 of 695 -- Wagner tree with cost 1.
Status : Wagner : 48 of 695 -- Wagner tree with cost 1.
Status : Wagner : 49 of 695 -- Wagner tree with cost 1.
Status : Wagner : 50 of 695 -- Wagner tree with cost 1.
Status : Wagner : 51 of 695 -- Wagner tree with cost 1.
Status : Wagner : 52 of 695 -- Wagner tree with cost 1.
