strain_name,latitude,longitude
CHU102,-18.244,-69.162
Laus101,-18.212,-69.312
Laus102,-18.213,-69.311
Laus226,-18.281,-69.3373
Laus234,-18.282,-69.3372
Laus236,-18.283,-69.3371
Lau306,-18.4261,-69.313
Lau307,-18.4262,-69.312
Lau308,-18.4263,-69.311
Cota112,-18.191,-69.2233
Cota113,-18.192,-69.2232
Cota114,-18.193,-69.2231
