strain_name,latitude,longitude
pinta,0.586,-90.75
espaniola,-1.375,-89.68
sancristobal,-0.738,-89.368
stacruzfatal,-0.623,-90.297
wolf,0.089,-91.371
santiago,-0.219,-90.75
pinzon,-0.603,-90.67
stacruz,0.694,-90.431
darwin,-0.244,-91.318
alcedo,-0.463,-91.057
cerroazul,-0.922,-91.45
