strain_name,latitude,longitude
taxid304342,39,75.6667
taxid304343,49,-76.8333
taxid381509,-28.25,153.5
taxid326199,22.25,114.18
taxid329578,62,15
taxid329579,62,15
taxid329580,62,15
taxid329581,62,15
taxid329582,62,15
taxid329583,62,15
taxid329584,62,15
taxid329585,62,15
taxid329586,62,15
taxid329587,62,15
taxid329588,62,15
taxid329589,62,15
taxid329590,62,15
taxid329591,62,15
taxid329592,62,15
taxid333366,55,-115
taxid352620,55,-115
taxid222719,55,-115
taxid352618,55,-115
taxid352613,55,-115
taxid352610,39,75.6667
taxid352609,40,-75
taxid352607,55,-115
taxid348297,32,53
taxid348306,51.5,10.5
taxid355931,46,2
taxid386312,-17,-65
taxid390145,43.09,141.82
taxid390146,46,105
taxid390147,43.09,141.82
taxid390148,46,105
taxid390149,43.09,141.82
taxid390150,43.09,141.82
taxid390151,43.09,141.82
taxid393175,42.83,12.83
taxid393173,42.83,12.83
taxid393172,42.83,12.83
taxid393176,42.83,12.83
taxid393177,42.83,12.83
taxid393178,42.83,12.83
taxid397292,43,-75
taxid399791,43,-75
taxid342192,55,-115
taxid400024,35.5,132.75
taxid402447,55,-115
taxid352555,28.7,115.92
taxid402476,46,-94
taxid402489,46,-94
taxid402490,46,-94
taxid342184,40.83,-76
taxid402516,38,-98
taxid402519,42.83,12.83
taxid402521,-30,-71
taxid402522,30,70
taxid404573,52.5000,5.75
taxid378154,40,-80.8333
taxid399115,42.25,71.8333
taxid378155,40,-80.8333
taxid338858,42.83,12.83
taxid426739,35.5,-85
taxid428675,53,-2
taxid428676,53,-2
taxid431318,23.5,121
taxid431319,23.5,121
taxid431918,42.83,12.83
taxid431915,42.83,12.83
taxid431917,42.83,12.83
taxid431916,42.83,12.83
taxid431914,42.83,12.83
taxid378156,40,-80.8333
taxid433442,42.83,12.83
taxid433441,42.83,12.83
taxid433440,42.83,12.83
taxid434344,42.83,12.83
taxid433591,42.83,12.83
taxid434342,42.83,12.83
taxid434343,42.83,12.83
taxid434339,42.83,12.83
taxid434337,42.83,12.83
taxid434338,42.83,12.83
taxid434340,42.83,12.83
taxid378158,40,-80.8333
taxid383314,39,75.6667
taxid441962,46,105
taxid442691,35.5,132.75
taxid440591,28,-82
taxid441963,22.25,114.18
taxid445256,53,-2
taxid450015,52.52,-3.5
taxid437391,42.83,12.83
taxid437400,42.83,12.83
taxid437401,42.83,12.83
taxid338846,42.83,12.83
taxid437359,-15,143
taxid437360,-28.25,153.5
taxid437362,-28.25,153.5
taxid437427,49,-76.8333
taxid437432,49,-76.8333
taxid437367,43,-75
taxid437368,43,-75
taxid437369,43,-75
taxid437370,43,-75
taxid437378,43,-75
taxid437380,43,-75
taxid437383,43,-75
taxid451801,55,-125
taxid455039,39,75.6667
taxid455040,39,75.6667
taxid437392,42.83,12.83
taxid437404,42.83,12.83
taxid437405,42.83,12.83
taxid437361,-34.25,41.5
taxid437363,-34.25,41.5
taxid437431,40,-80.8333
taxid437379,43,-75
taxid437384,43,-75
taxid437389,43,-75
taxid445371,42.83,12.83
taxid445377,42.83,12.83
taxid445384,42.83,12.83
taxid437364,-34.25,41.5
taxid445368,42.83,12.83
taxid445373,42.83,12.83
taxid445376,42.83,12.83
taxid445383,42.83,12.83
taxid447133,36,138
taxid487499,42.83,12.83
taxid487494,42.83,12.83
taxid487493,42.83,12.83
taxid437390,43,-75
taxid444824,43,-75
taxid444826,43,-75
taxid444829,43,-75
taxid444833,43,-75
taxid444835,43,-75
taxid444836,43,-75
taxid444839,43,-75
taxid444840,43,-75
taxid444841,43,-75
taxid444843,43,-75
taxid444845,43,-75
taxid475511,42.83,12.83
taxid475512,42.83,12.83
taxid475518,42.83,12.83
taxid11397,42.43,-76.48
taxid437387,43,-75
taxid437388,43,-75
taxid444837,43,-75
taxid475516,42.83,12.83
taxid505212,55,-125
taxid505211,46.5,-66.75
taxid505213,54,-106
taxid498207,42.83,12.83
taxid519082,43,-75
taxid444834,43,-75
taxid475510,42.83,12.83
taxid490435,43,-75
taxid490407,43,-75
taxid490449,43,-75
taxid475588,49,-76.8333
taxid490420,43,-75
taxid490433,43,-75
taxid490393,43,-75
taxid490401,43,-75
taxid490443,43,-75
taxid490408,43,-75
taxid488094,45.63,10.3
taxid488095,52.4,13.0667
taxid488096,52.4,13.0667
taxid489889,51.5,10.5
taxid489890,51.5,10.5
taxid475527,42.83,12.83
taxid490473,43,-75
taxid490438,43,-75
taxid490439,43,-75
taxid490474,43,-75
taxid490400,43,-75
taxid490402,43,-75
taxid490404,43,-75
taxid490480,43,-75
taxid490487,43,-75
taxid490457,43,-75
taxid490417,43,-75
taxid490419,43,-75
taxid447188,-43,147
taxid490440,43,-75
taxid490413,43,-75
taxid490410,43,-75
taxid490482,43,-75
taxid490456,43,-75
taxid490476,43,-75
taxid490418,43,-75
taxid490426,43,-75
taxid542852,40,-75
taxid542885,43,-75
taxid542880,40.83,-76
taxid542846,41.83,-72.83
taxid542884,43,-75
taxid542867,40.83,-76
taxid542889,40,-75
taxid542955,43,-75
taxid542953,43,-75
taxid542956,43,-75
taxid542952,37,-80
taxid547400,37,-119
taxid444825,43,-75
taxid490477,43,-75
taxid490394,43,-75
taxid490434,43,-75
taxid490405,43,-75
taxid490406,43,-75
taxid490445,43,-75
taxid490423,43,-75
taxid506257,43,-75
taxid506264,43,-75
taxid506269,43,-75
taxid506271,43,-75
taxid399114,23.5,121
taxid551230,65,-153
taxid551234,46,105
taxid552468,43.09,141.82
taxid552635,30,-100
taxid444830,43,-75
taxid490486,43,-75
taxid475522,42.83,12.83
taxid506251,43,-75
taxid506273,43,-75
taxid506274,43,-75
taxid506275,43,-75
taxid506276,43,-75
taxid506277,43,-75
taxid506282,43,-75
taxid506283,43,-75
taxid506287,43,-75
taxid506290,43,-75
taxid506294,43,-75
taxid506296,43,-75
taxid506306,43,-75
taxid569285,43,-75
taxid569330,43,-75
taxid569349,40,-75
taxid569300,43,-75
taxid569298,43,-75
taxid569322,43,-75
taxid569289,43,-75
taxid569296,40,-75
taxid569327,43,-75
taxid569317,43,-75
taxid569288,40,-75
taxid569293,43,-75
taxid569284,41.67,-71.5
taxid569342,43,-75
taxid569279,43,-75
taxid569333,43,-75
taxid569331,40,-75
taxid569340,40,-75
taxid569334,43,-75
taxid569290,40,-75
taxid569304,43,-75
taxid569320,40,-75
taxid569346,43,-75
taxid569307,40,-75
taxid569343,40,-75
taxid569338,43,-75
taxid569312,43,-75
taxid569344,40,-75
taxid569329,43,-75
taxid569328,43,-75
taxid569325,43,-75
taxid569336,43,-75
taxid569341,43,-75
taxid569306,43,-75
taxid569310,40,-75
taxid569315,40,-75
taxid569295,40,-75
taxid569323,40,-75
taxid569281,40,-75
taxid569337,40,-75
taxid569292,40,-75
taxid569305,40,-75
taxid569319,40.83,-76
taxid569316,43,-75
taxid569309,43,-75
taxid569278,40,-75
taxid569297,43,-75
taxid569347,43,-75
taxid569348,43,-75
taxid569324,43,-75
taxid569350,43,-75
taxid569308,43,-75
taxid569335,43,-75
taxid569303,40,-75
taxid569302,40,-75
taxid569345,40,-75
taxid569283,40,-75
taxid569280,43,-75
taxid569318,43,-75
taxid569339,43,-75
taxid569294,40,-75
taxid569301,40,-75
taxid569291,40,-75
taxid569287,43,-75
taxid569314,43,-75
taxid569311,43,-75
taxid569332,43,-75
taxid569313,43,-75
taxid569299,43,-75
taxid569277,43,-75
taxid570902,33.67,73.13
taxid570904,30,70
taxid570903,33.67,73.13
taxid490455,43,-75
taxid490466,43,-75
taxid506279,43,-75
taxid506280,43,-75
taxid506293,43,-75
taxid506298,43,-75
taxid506300,43,-75
taxid506301,43,-75
taxid506303,43,-75
taxid576144,53,-2
taxid578423,43,-75
taxid578408,43,-75
taxid578381,43,-75
taxid578427,43,-75
taxid578419,43,-75
taxid578404,43,-75
taxid578396,43,-75
taxid578409,43,-75
taxid578452,43,-75
taxid578378,43,-75
taxid578413,43,-75
taxid578385,43,-75
taxid578398,43,-75
taxid578451,43,-75
taxid578424,43,-75
taxid578380,43,-75
taxid578383,43,-75
taxid578448,43,-75
taxid578394,43,-75
taxid578425,43,-75
taxid578440,43,-75
taxid578421,43,-75
taxid578432,43,-75
taxid578411,40,-75
taxid578441,40,-75
taxid578422,43,-75
taxid578433,40,-75
taxid578389,43,-75
taxid578428,43,-75
taxid578426,43,-75
taxid578417,43,-75
taxid578418,43,-75
taxid578393,42.25,71.8333
taxid578444,40,-75
taxid578429,40,-75
taxid578434,40,-75
taxid578416,43,-75
taxid578410,43,-75
taxid578399,43,-75
taxid578400,43,-75
taxid578395,43,-75
taxid578392,43,-75
taxid578377,43,-75
taxid578390,43,-75
taxid578439,43,-75
taxid578431,43,-75
taxid578437,43,-75
taxid578450,43,-75
taxid578449,43,-75
taxid578397,43,-75
taxid578442,43,-75
taxid578401,43,-75
taxid578436,43,-75
taxid578382,43,-75
taxid578420,43,-75
taxid578435,43,-75
taxid578387,43,-75
taxid578391,43,-75
taxid578438,43,-75
taxid578386,40,-75
taxid578412,40,-75
taxid578414,43,-75
taxid578443,40,-75
taxid578453,43,-75
taxid578445,40,-75
taxid578384,43,-75
taxid578415,43,-75
taxid578406,40,-75
taxid578405,40,-75
taxid578403,43,-75
taxid578407,43,-75
taxid578402,43,-75
taxid578379,40,-75
taxid578447,40,-75
taxid578446,43,-75
taxid466261,42.83,12.83
taxid467127,62,15
taxid582869,46,105
taxid490469,43,-75
taxid519823,39,75.6667
taxid519825,39,75.6667
taxid475495,37,-85
taxid500687,-23.55,-23.55
taxid500688,-33,-56
taxid500685,-34,-64
taxid121453,53,-2
taxid217833,38.03,-84.5
taxid226622,28,-82
taxid226630,43,-75
taxid226634,43,-75
taxid226636,43,-75
taxid226638,40.83,-76
taxid226639,40.83,-76
taxid227298,40.83,-76
taxid228078,40.83,-76
taxid251308,52.5000,5.75
taxid352699,40,-75
taxid487495,28,116
taxid487496,28,116
taxid487497,28,116
taxid487498,28,116
taxid487501,42.83,12.83
taxid487502,42.83,12.83
taxid487503,42.83,12.83
taxid487504,42.83,12.83
taxid542850,40,-75
taxid87511,43,-75
taxid226623,40,-75
taxid227295,43,-75
