strain_name,latitude,longitude
AY157198,2.5,112.5
AF215860,32,117
EU340353,26.59861,100.645
EU340352,33,120
EU325891,25,102
EU325878,25,102
EU340351,33,120
EU325879,25,102
EU340360,25.81666,100.1666
EU340359,25.81666,100.1666
EU340358,25.81666,100.1666
EU340357,25.7,100.18333
FN314248,32,117
FN327618,32,117
